json,layer,zPos,images
torso_clothes_sleeveless2_polo,layer_1,35,torso/clothes/sleeveless/sleeveless2_polo/male/ torso/clothes/sleeveless/sleeveless2_polo/female/
torso_clothes_sleeveless2_scoop,layer_1,35,torso/clothes/sleeveless/sleeveless2_scoop/male/ torso/clothes/sleeveless/sleeveless2_scoop/female/
torso_clothes_sleeveless2_vneck,layer_1,35,torso/clothes/sleeveless/sleeveless2_vneck/male/ torso/clothes/sleeveless/sleeveless2_vneck/female/
torso_clothes_sleeveless_laced,layer_1,35,torso/clothes/sleeveless/laced/male/
torso_clothes_sleeveless_striped,layer_1,35,torso/clothes/sleeveless/striped/male/
torso_clothes_sleeveless_tanktop,layer_1,35,torso/clothes/sleeveless/tanktop/female/ torso/clothes/sleeveless/tanktop/pregnant/
torso_clothes_tshirt,layer_1,35,torso/clothes/shortsleeve/tshirt/male/ torso/clothes/shortsleeve/tshirt/female/
torso_clothes_tshirt_buttoned,layer_1,35,torso/clothes/shortsleeve/tshirt_buttoned/male/ torso/clothes/shortsleeve/tshirt_buttoned/female/
torso_clothes_tshirt_scoop,layer_1,35,torso/clothes/shortsleeve/tshirt_scoop/male/ torso/clothes/shortsleeve/tshirt_scoop/female/
torso_clothes_tshirt_vneck,layer_1,35,torso/clothes/shortsleeve/tshirt_vneck/male/ torso/clothes/shortsleeve/tshirt_vneck/female/
torso_clothes_tunic,layer_1,35,torso/clothes/tunic/female/
torso_clothes_tunic_sara,layer_1,35,torso/clothes/tunic_sara/female/
torso_clothes_vest,layer_1,45,torso/clothes/vest/male/
torso_clothes_vest_open,layer_1,45,torso/clothes/vest_open/male/
torso_jacket_collared,layer_1,55,torso/jacket/collared/male/
torso_jacket_frock,layer_1,55,torso/jacket/frock/male/
torso_jacket_frock_buttons,layer_1,58,torso/jacket/trim/frock_buttons/
torso_jacket_frock_collar,layer_1,57,torso/jacket/trim/frock_collar/
torso_jacket_frock_lace,layer_1,58,torso/jacket/trim/frock_lace/
torso_jacket_frock_lapel,layer_1,58,torso/jacket/trim/frock_lapel/
torso_jacket_iverness,layer_1,55,torso/jacket/iverness/male/
torso_jacket_pockets,layer_1,59,torso/jacket/trim/jacket_pockets/
torso_jacket_santa,layer_1,55,torso/jacket/santa/male/
torso_jacket_tabard,layer_1,55,torso/jacket/tabard/male/ torso/jacket/tabard/female/
torso_jacket_trench,layer_1,55,torso/jacket/trench/male/
weapon_blunt_club,layer_1,140,weapon/blunt/club/ weapon/blunt/club/ weapon/blunt/club/ weapon/blunt/club/
weapon_blunt_club,layer_2,9,weapon/blunt/club/background/ weapon/blunt/club/background/ weapon/blunt/club/background/ weapon/blunt/club/background/
weapon_blunt_flail,layer_1,9,weapon/blunt/flail/behind/ weapon/blunt/flail/behind/ weapon/blunt/flail/behind/ weapon/blunt/flail/behind/
weapon_blunt_flail,layer_2,140,weapon/blunt/flail/ weapon/blunt/flail/ weapon/blunt/flail/ weapon/blunt/flail/
weapon_blunt_flail,layer_3,8,weapon/blunt/flail/attack_slash/behind/ weapon/blunt/flail/attack_slash/behind/ weapon/blunt/flail/attack_slash/behind/ weapon/blunt/flail/attack_slash/behind/
weapon_blunt_flail,layer_4,150,weapon/blunt/flail/attack_slash/ weapon/blunt/flail/attack_slash/ weapon/blunt/flail/attack_slash/ weapon/blunt/flail/attack_slash/
weapon_blunt_mace,layer_1,140,weapon/blunt/mace/ weapon/blunt/mace/ weapon/blunt/mace/ weapon/blunt/mace/
weapon_blunt_mace,layer_2,9,weapon/blunt/mace/universal_behind/ weapon/blunt/mace/universal_behind/ weapon/blunt/mace/universal_behind/ weapon/blunt/mace/universal_behind/
weapon_blunt_mace,layer_3,9,weapon/blunt/mace/attack_slash/behind/ weapon/blunt/mace/attack_slash/behind/ weapon/blunt/mace/attack_slash/behind/ weapon/blunt/mace/attack_slash/behind/
weapon_blunt_mace,layer_4,150,weapon/blunt/mace/attack_slash/ weapon/blunt/mace/attack_slash/ weapon/blunt/mace/attack_slash/ weapon/blunt/mace/attack_slash/
weapon_blunt_waraxe,layer_1,9,weapon/blunt/waraxe/behind/ weapon/blunt/waraxe/behind/ weapon/blunt/waraxe/behind/ weapon/blunt/waraxe/behind/
weapon_blunt_waraxe,layer_2,140,weapon/blunt/waraxe/ weapon/blunt/waraxe/ weapon/blunt/waraxe/ weapon/blunt/waraxe/
weapon_blunt_waraxe,layer_3,8,weapon/blunt/waraxe/attack_slash/behind/ weapon/blunt/waraxe/attack_slash/behind/ weapon/blunt/waraxe/attack_slash/behind/ weapon/blunt/waraxe/attack_slash/behind/
weapon_blunt_waraxe,layer_4,150,weapon/blunt/waraxe/attack_slash/ weapon/blunt/waraxe/attack_slash/ weapon/blunt/waraxe/attack_slash/ weapon/blunt/waraxe/attack_slash/
weapon_magic_crystal,layer_1,140,weapon/magic/crystal/universal/foreground/ weapon/magic/crystal/universal/foreground/ weapon/magic/crystal/universal/foreground/ weapon/magic/crystal/universal/foreground/
weapon_magic_crystal,layer_2,9,weapon/magic/crystal/universal/background/ weapon/magic/crystal/universal/background/ weapon/magic/crystal/universal/background/ weapon/magic/crystal/universal/background/
weapon_magic_crystal,layer_3,150,weapon/magic/crystal/thrust/foreground/ weapon/magic/crystal/thrust/foreground/ weapon/magic/crystal/thrust/foreground/ weapon/magic/crystal/thrust/foreground/
weapon_magic_crystal,layer_4,-1,weapon/magic/crystal/thrust/background/ weapon/magic/crystal/thrust/background/ weapon/magic/crystal/thrust/background/ weapon/magic/crystal/thrust/background/
weapon_magic_diamond,layer_1,140,weapon/magic/diamond/universal/foreground/ weapon/magic/diamond/universal/foreground/ weapon/magic/diamond/universal/foreground/ weapon/magic/diamond/universal/foreground/
weapon_magic_diamond,layer_2,9,weapon/magic/diamond/universal/background/ weapon/magic/diamond/universal/background/ weapon/magic/diamond/universal/background/ weapon/magic/diamond/universal/background/
weapon_magic_diamond,layer_3,150,weapon/magic/diamond/thrust/foreground/ weapon/magic/diamond/thrust/foreground/ weapon/magic/diamond/thrust/foreground/ weapon/magic/diamond/thrust/foreground/
weapon_magic_diamond,layer_4,-1,weapon/magic/diamond/thrust/background/ weapon/magic/diamond/thrust/background/ weapon/magic/diamond/thrust/background/ weapon/magic/diamond/thrust/background/
weapon_magic_gnarled,layer_1,140,weapon/magic/gnarled/universal/foreground/ weapon/magic/gnarled/universal/foreground/ weapon/magic/gnarled/universal/foreground/ weapon/magic/gnarled/universal/foreground/
weapon_magic_gnarled,layer_2,9,weapon/magic/gnarled/universal/background/ weapon/magic/gnarled/universal/background/ weapon/magic/gnarled/universal/background/ weapon/magic/gnarled/universal/background/
weapon_magic_gnarled,layer_3,150,weapon/magic/gnarled/thrust/foreground/ weapon/magic/gnarled/thrust/foreground/ weapon/magic/gnarled/thrust/foreground/ weapon/magic/gnarled/thrust/foreground/
weapon_magic_gnarled,layer_4,-1,weapon/magic/gnarled/thrust/background/ weapon/magic/gnarled/thrust/background/ weapon/magic/gnarled/thrust/background/ weapon/magic/gnarled/thrust/background/
weapon_magic_loop,layer_1,140,weapon/magic/loop/universal/foreground/ weapon/magic/loop/universal/foreground/ weapon/magic/loop/universal/foreground/ weapon/magic/loop/universal/foreground/
weapon_magic_loop,layer_2,9,weapon/magic/loop/universal/background/ weapon/magic/loop/universal/background/ weapon/magic/loop/universal/background/ weapon/magic/loop/universal/background/
weapon_magic_loop,layer_3,150,weapon/magic/loop/thrust/foreground/ weapon/magic/loop/thrust/foreground/ weapon/magic/loop/thrust/foreground/ weapon/magic/loop/thrust/foreground/
weapon_magic_loop,layer_4,-1,weapon/magic/loop/thrust/background/ weapon/magic/loop/thrust/background/ weapon/magic/loop/thrust/background/ weapon/magic/loop/thrust/background/
weapon_magic_s,layer_1,140,weapon/magic/s/universal/foreground/ weapon/magic/s/universal/foreground/ weapon/magic/s/universal/foreground/ weapon/magic/s/universal/foreground/
weapon_magic_s,layer_2,9,weapon/magic/s/universal/background/ weapon/magic/s/universal/background/ weapon/magic/s/universal/background/ weapon/magic/s/universal/background/
weapon_magic_s,layer_3,150,weapon/magic/s/thrust/foreground/ weapon/magic/s/thrust/foreground/ weapon/magic/s/thrust/foreground/ weapon/magic/s/thrust/foreground/
weapon_magic_s,layer_4,-1,weapon/magic/s/thrust/background/ weapon/magic/s/thrust/background/ weapon/magic/s/thrust/background/ weapon/magic/s/thrust/background/
weapon_magic_simple,layer_1,140,weapon/magic/simple/foreground/ weapon/magic/simple/foreground/ weapon/magic/simple/foreground/ weapon/magic/simple/foreground/
weapon_magic_simple,layer_2,9,weapon/magic/simple/background/ weapon/magic/simple/background/ weapon/magic/simple/background/ weapon/magic/simple/background/
weapon_magic_wand,layer_1,140,weapon/magic/wand/male/ weapon/magic/wand/female/ weapon/magic/wand/male/ weapon/magic/wand//female/
weapon_polearm_cane,layer_1,140,weapon/polearm/cane/male/ weapon/polearm/cane/female/ weapon/polearm/cane/male/ weapon/polearm/cane/female/
weapon_polearm_dragonspear,layer_1,140,weapon/polearm/dragonspear/foreground/walk/ weapon/polearm/dragonspear/foreground/walk/ weapon/polearm/dragonspear/foreground/walk/ weapon/polearm/dragonspear/foreground/walk/
weapon_polearm_dragonspear,layer_2,9,weapon/polearm/dragonspear/background/walk/ weapon/polearm/dragonspear/background/walk/ weapon/polearm/dragonspear/background/walk/ weapon/polearm/dragonspear/background/walk/
weapon_polearm_dragonspear,layer_3,150,weapon/polearm/dragonspear/foreground/thrust/ weapon/polearm/dragonspear/foreground/thrust/ weapon/polearm/dragonspear/foreground/thrust/ weapon/polearm/dragonspear/foreground/thrust/
weapon_polearm_dragonspear,layer_4,-1,weapon/polearm/dragonspear/background/thrust/ weapon/polearm/dragonspear/background/thrust/ weapon/polearm/dragonspear/background/thrust/ weapon/polearm/dragonspear/background/thrust/
weapon_polearm_halberd,layer_1,8,weapon/polearm/halberd/behind/ weapon/polearm/halberd/behind/ weapon/polearm/halberd/behind/ weapon/polearm/halberd/behind/
weapon_polearm_halberd,layer_2,140,weapon/polearm/halberd/ weapon/polearm/halberd/ weapon/polearm/halberd/ weapon/polearm/halberd/
weapon_polearm_halberd,layer_3,9,weapon/polearm/halberd/attack_thrust/behind/ weapon/polearm/halberd/attack_thrust/behind/ weapon/polearm/halberd/attack_thrust/behind/ weapon/polearm/halberd/attack_thrust/behind/
weapon_polearm_halberd,layer_4,150,weapon/polearm/halberd/attack_thrust/ weapon/polearm/halberd/attack_thrust/ weapon/polearm/halberd/attack_thrust/ weapon/polearm/halberd/attack_thrust/
weapon_polearm_halberd,layer_5,8,weapon/polearm/halberd/attack_slash/behind/ weapon/polearm/halberd/attack_slash/behind/ weapon/polearm/halberd/attack_slash/behind/ weapon/polearm/halberd/attack_slash/behind/
weapon_polearm_halberd,layer_6,150,weapon/polearm/halberd/attack_slash/ weapon/polearm/halberd/attack_slash/ weapon/polearm/halberd/attack_slash/ weapon/polearm/halberd/attack_slash/
weapon_polearm_longspear,layer_1,140,weapon/polearm/longspear/foreground/walk/ weapon/polearm/longspear/foreground/walk/ weapon/polearm/longspear/foreground/walk/ weapon/polearm/longspear/foreground/walk/
weapon_polearm_longspear,layer_2,9,weapon/polearm/longspear/background/walk/ weapon/polearm/longspear/background/walk/ weapon/polearm/longspear/background/walk/ weapon/polearm/longspear/background/walk/
weapon_polearm_longspear,layer_3,150,weapon/polearm/longspear/foreground/thrust/ weapon/polearm/longspear/foreground/thrust/ weapon/polearm/longspear/foreground/thrust/ weapon/polearm/longspear/foreground/thrust/
weapon_polearm_longspear,layer_4,-1,weapon/polearm/longspear/background/thrust/ weapon/polearm/longspear/background/thrust/ weapon/polearm/longspear/background/thrust/ weapon/polearm/longspear/background/thrust/
weapon_polearm_scythe,layer_1,140,weapon/polearm/scythe/ weapon/polearm/scythe/ weapon/polearm/scythe/ weapon/polearm/scythe/
weapon_polearm_scythe,layer_2,9,weapon/polearm/scythe/universal_behind/ weapon/polearm/scythe/universal_behind/ weapon/polearm/scythe/universal_behind/ weapon/polearm/scythe/universal_behind/
weapon_polearm_scythe,layer_3,8,weapon/polearm/scythe/attack_slash/behind/ weapon/polearm/scythe/attack_slash/behind/ weapon/polearm/scythe/attack_slash/behind/ weapon/polearm/scythe/attack_slash/behind/
weapon_polearm_scythe,layer_4,150,weapon/polearm/scythe/attack_slash/ weapon/polearm/scythe/attack_slash/ weapon/polearm/scythe/attack_slash/ weapon/polearm/scythe/attack_slash/
weapon_polearm_spear,layer_1,140,weapon/polearm/spear/foreground/ weapon/polearm/spear/foreground/ weapon/polearm/spear/foreground/ weapon/polearm/spear/foreground/
weapon_polearm_spear,layer_2,9,weapon/polearm/spear/background/ weapon/polearm/spear/background/ weapon/polearm/spear/background/ weapon/polearm/spear/background/
weapon_polearm_trident,layer_1,140,weapon/polearm/trident/foreground/walk/ weapon/polearm/trident/foreground/walk/ weapon/polearm/trident/foreground/walk/ weapon/polearm/trident/foreground/walk/
weapon_polearm_trident,layer_2,9,weapon/polearm/trident/background/walk/ weapon/polearm/trident/background/walk/ weapon/polearm/trident/background/walk/ weapon/polearm/trident/background/walk/
weapon_polearm_trident,layer_3,150,weapon/polearm/trident/foreground/thrust/ weapon/polearm/trident/foreground/thrust/ weapon/polearm/trident/foreground/thrust/ weapon/polearm/trident/foreground/thrust/
weapon_polearm_trident,layer_4,-1,weapon/polearm/trident/background/thrust/ weapon/polearm/trident/background/thrust/ weapon/polearm/trident/background/thrust/ weapon/polearm/trident/background/thrust/
weapon_ranged_boomerang,layer_1,140,weapon/ranged/boomerang/ weapon/ranged/boomerang/ weapon/ranged/boomerang/ weapon/ranged/boomerang/
weapon_ranged_bow_arrow,layer_1,150,weapon/ranged/bow/arrow/ weapon/ranged/bow/arrow/ weapon/ranged/bow/arrow/ weapon/ranged/bow/arrow/
weapon_ranged_bow_great,layer_1,-1,weapon/ranged/bow/great/universal/background/ weapon/ranged/bow/great/universal/background/ weapon/ranged/bow/great/universal/background/ weapon/ranged/bow/great/universal/background/
weapon_ranged_bow_great,layer_2,140,weapon/ranged/bow/great/universal/foreground/ weapon/ranged/bow/great/universal/foreground/ weapon/ranged/bow/great/universal/foreground/ weapon/ranged/bow/great/universal/foreground/
weapon_ranged_bow_great,layer_3,-1,weapon/ranged/bow/great/walk/background/ weapon/ranged/bow/great/walk/background/ weapon/ranged/bow/great/walk/background/ weapon/ranged/bow/great/walk/background/
weapon_ranged_bow_great,layer_4,141,weapon/ranged/bow/great/walk/foreground/ weapon/ranged/bow/great/walk/foreground/ weapon/ranged/bow/great/walk/foreground/ weapon/ranged/bow/great/walk/foreground/
weapon_ranged_bow_normal,layer_1,-1,weapon/ranged/bow/normal/universal/background/ weapon/ranged/bow/normal/universal/background/ weapon/ranged/bow/normal/universal/background/ weapon/ranged/bow/normal/universal/background/
weapon_ranged_bow_normal,layer_2,140,weapon/ranged/bow/normal/universal/foreground/ weapon/ranged/bow/normal/universal/foreground/ weapon/ranged/bow/normal/universal/foreground/ weapon/ranged/bow/normal/universal/foreground/
weapon_ranged_bow_normal,layer_3,-1,weapon/ranged/bow/normal/walk/background/ weapon/ranged/bow/normal/walk/background/ weapon/ranged/bow/normal/walk/background/ weapon/ranged/bow/normal/walk/background/
weapon_ranged_bow_normal,layer_4,141,weapon/ranged/bow/normal/walk/foreground/ weapon/ranged/bow/normal/walk/foreground/ weapon/ranged/bow/normal/walk/foreground/ weapon/ranged/bow/normal/walk/foreground/
weapon_ranged_bow_recurve,layer_1,-1,weapon/ranged/bow/recurve/universal/background/ weapon/ranged/bow/recurve/universal/background/ weapon/ranged/bow/recurve/universal/background/ weapon/ranged/bow/recurve/universal/background/
weapon_ranged_bow_recurve,layer_2,140,weapon/ranged/bow/recurve/universal/foreground/ weapon/ranged/bow/recurve/universal/foreground/ weapon/ranged/bow/recurve/universal/foreground/ weapon/ranged/bow/recurve/universal/foreground/
weapon_ranged_bow_recurve,layer_3,-1,weapon/ranged/bow/recurve/walk/background/ weapon/ranged/bow/recurve/walk/background/ weapon/ranged/bow/recurve/walk/background/ weapon/ranged/bow/recurve/walk/background/
weapon_ranged_bow_recurve,layer_4,141,weapon/ranged/bow/recurve/walk/foreground/ weapon/ranged/bow/recurve/walk/foreground/ weapon/ranged/bow/recurve/walk/foreground/ weapon/ranged/bow/recurve/walk/foreground/
weapon_ranged_crossbow,layer_1,-1,weapon/ranged/crossbow/background/ weapon/ranged/crossbow/background/ weapon/ranged/crossbow/background/ weapon/ranged/crossbow/background/
weapon_ranged_crossbow,layer_2,140,weapon/ranged/crossbow/foreground/ weapon/ranged/crossbow/foreground/ weapon/ranged/crossbow/foreground/ weapon/ranged/crossbow/foreground/
weapon_ranged_slingshot,layer_1,140,weapon/ranged/slingshot/foreground/ weapon/ranged/slingshot/foreground/ weapon/ranged/slingshot/foreground/ weapon/ranged/slingshot/foreground/
weapon_ranged_slingshot,layer_2,9,weapon/ranged/slingshot/background/ weapon/ranged/slingshot/background/ weapon/ranged/slingshot/background/ weapon/ranged/slingshot/background/
weapon_sword_arming,layer_1,140,weapon/sword/arming/universal/fg/ weapon/sword/arming/universal/fg/ weapon/sword/arming/universal/fg/ weapon/sword/arming/universal/fg/
weapon_sword_arming,layer_2,9,weapon/sword/arming/universal/bg/ weapon/sword/arming/universal/bg/ weapon/sword/arming/universal/bg/ weapon/sword/arming/universal/bg/
weapon_sword_arming,layer_3,8,weapon/sword/arming/attack_slash/bg/ weapon/sword/arming/attack_slash/bg/ weapon/sword/arming/attack_slash/bg/ weapon/sword/arming/attack_slash/bg/
weapon_sword_arming,layer_4,150,weapon/sword/arming/attack_slash/fg/ weapon/sword/arming/attack_slash/fg/ weapon/sword/arming/attack_slash/fg/ weapon/sword/arming/attack_slash/fg/
weapon_sword_arming,layer_5,8,weapon/sword/arming/attack_backslash/bg/ weapon/sword/arming/attack_backslash/bg/ weapon/sword/arming/attack_backslash/bg/ weapon/sword/arming/attack_backslash/bg/
weapon_sword_arming,layer_6,150,weapon/sword/arming/attack_backslash/fg/ weapon/sword/arming/attack_backslash/fg/ weapon/sword/arming/attack_backslash/fg/ weapon/sword/arming/attack_backslash/fg/
weapon_sword_arming,layer_7,8,weapon/sword/arming/attack_halfslash/bg/ weapon/sword/arming/attack_halfslash/bg/ weapon/sword/arming/attack_halfslash/bg/ weapon/sword/arming/attack_halfslash/bg/
weapon_sword_arming,layer_8,150,weapon/sword/arming/attack_halfslash/fg/ weapon/sword/arming/attack_halfslash/fg/ weapon/sword/arming/attack_halfslash/fg/ weapon/sword/arming/attack_halfslash/fg/
weapon_sword_dagger,layer_1,140,weapon/sword/dagger/ weapon/sword/dagger/ weapon/sword/dagger/ weapon/sword/dagger/
weapon_sword_dagger,layer_2,9,weapon/sword/dagger/behind/ weapon/sword/dagger/behind/ weapon/sword/dagger/behind/ weapon/sword/dagger/behind/
weapon_sword_glowsword,layer_1,140,weapon/sword/glowsword/ weapon/sword/glowsword/ weapon/sword/glowsword/ weapon/sword/glowsword/
weapon_sword_glowsword,layer_2,9,weapon/sword/glowsword/universal_behind/ weapon/sword/glowsword/universal_behind/ weapon/sword/glowsword/universal_behind/ weapon/sword/glowsword/universal_behind/
weapon_sword_glowsword,layer_3,8,weapon/sword/glowsword/attack_slash/behind/ weapon/sword/glowsword/attack_slash/behind/ weapon/sword/glowsword/attack_slash/behind/ weapon/sword/glowsword/attack_slash/behind/
weapon_sword_glowsword,layer_4,150,weapon/sword/glowsword/attack_slash/ weapon/sword/glowsword/attack_slash/ weapon/sword/glowsword/attack_slash/ weapon/sword/glowsword/attack_slash/
weapon_sword_katana,layer_1,140,weapon/sword/katana/walk/ weapon/sword/katana/walk/ weapon/sword/katana/walk/ weapon/sword/katana/walk/
weapon_sword_katana,layer_2,9,weapon/sword/katana/walk/behind/ weapon/sword/katana/walk/behind/ weapon/sword/katana/walk/behind/ weapon/sword/katana/walk/behind/
weapon_sword_katana,layer_3,140,weapon/sword/katana/slash/ weapon/sword/katana/slash/ weapon/sword/katana/slash/ weapon/sword/katana/slash/
weapon_sword_katana,layer_4,9,weapon/sword/katana/slash/behind/ weapon/sword/katana/slash/behind/ weapon/sword/katana/slash/behind/ weapon/sword/katana/slash/behind/
weapon_sword_longsword,layer_1,140,weapon/sword/longsword/ weapon/sword/longsword/ weapon/sword/longsword/ weapon/sword/longsword/
weapon_sword_longsword,layer_2,9,weapon/sword/longsword/universal_behind/ weapon/sword/longsword/universal_behind/ weapon/sword/longsword/universal_behind/ weapon/sword/longsword/universal_behind/
weapon_sword_longsword,layer_3,-1,weapon/sword/longsword/attack_slash/behind/ weapon/sword/longsword/attack_slash/behind/ weapon/sword/longsword/attack_slash/behind/ weapon/sword/longsword/attack_slash/behind/
weapon_sword_longsword,layer_4,150,weapon/sword/longsword/attack_slash/ weapon/sword/longsword/attack_slash/ weapon/sword/longsword/attack_slash/ weapon/sword/longsword/attack_slash/
weapon_sword_longsword,layer_5,-1,weapon/sword/longsword/attack_slash_reverse/behind/ weapon/sword/longsword/attack_slash_reverse/behind/ weapon/sword/longsword/attack_slash_reverse/behind/ weapon/sword/longsword/attack_slash_reverse/behind/
weapon_sword_longsword,layer_6,150,weapon/sword/longsword/attack_slash_reverse/ weapon/sword/longsword/attack_slash_reverse/ weapon/sword/longsword/attack_slash_reverse/ weapon/sword/longsword/attack_slash_reverse/
weapon_sword_longsword,layer_7,-1,weapon/sword/longsword/attack_thrust/behind/ weapon/sword/longsword/attack_thrust/behind/ weapon/sword/longsword/attack_thrust/behind/ weapon/sword/longsword/attack_thrust/behind/
weapon_sword_longsword,layer_8,150,weapon/sword/longsword/attack_thrust/ weapon/sword/longsword/attack_thrust/ weapon/sword/longsword/attack_thrust/ weapon/sword/longsword/attack_thrust/
weapon_sword_longsword_alt,layer_1,140,weapon/sword/longsword_alt/walk/ weapon/sword/longsword_alt/walk/ weapon/sword/longsword_alt/walk/ weapon/sword/longsword_alt/walk/
weapon_sword_longsword_alt,layer_2,9,weapon/sword/longsword_alt/walk/behind/ weapon/sword/longsword_alt/walk/behind/ weapon/sword/longsword_alt/walk/behind/ weapon/sword/longsword_alt/walk/behind/
weapon_sword_longsword_alt,layer_3,140,weapon/sword/longsword_alt/slash/ weapon/sword/longsword_alt/slash/ weapon/sword/longsword_alt/slash/ weapon/sword/longsword_alt/slash/
weapon_sword_longsword_alt,layer_4,9,weapon/sword/longsword_alt/slash/behind/ weapon/sword/longsword_alt/slash/behind/ weapon/sword/longsword_alt/slash/behind/ weapon/sword/longsword_alt/slash/behind/
weapon_sword_rapier,layer_1,140,weapon/sword/rapier/ weapon/sword/rapier/ weapon/sword/rapier/ weapon/sword/rapier/
weapon_sword_rapier,layer_2,9,weapon/sword/rapier/universal_behind/ weapon/sword/rapier/universal_behind/ weapon/sword/rapier/universal_behind/ weapon/sword/rapier/universal_behind/
weapon_sword_rapier,layer_3,8,weapon/sword/rapier/attack_slash/behind/ weapon/sword/rapier/attack_slash/behind/ weapon/sword/rapier/attack_slash/behind/ weapon/sword/rapier/attack_slash/behind/
weapon_sword_rapier,layer_4,150,weapon/sword/rapier/attack_slash/ weapon/sword/rapier/attack_slash/ weapon/sword/rapier/attack_slash/ weapon/sword/rapier/attack_slash/
weapon_sword_saber,layer_1,140,weapon/sword/saber/ weapon/sword/saber/ weapon/sword/saber/ weapon/sword/saber/
weapon_sword_saber,layer_2,9,weapon/sword/saber/universal_behind/ weapon/sword/saber/universal_behind/ weapon/sword/saber/universal_behind/ weapon/sword/saber/universal_behind/
weapon_sword_saber,layer_3,8,weapon/sword/saber/attack_slash/behind/ weapon/sword/saber/attack_slash/behind/ weapon/sword/saber/attack_slash/behind/ weapon/sword/saber/attack_slash/behind/
weapon_sword_saber,layer_4,150,weapon/sword/saber/attack_slash/ weapon/sword/saber/attack_slash/ weapon/sword/saber/attack_slash/ weapon/sword/saber/attack_slash/
weapon_sword_scimitar,layer_1,140,weapon/sword/scimitar/walk/ weapon/sword/scimitar/walk/ weapon/sword/scimitar/walk/ weapon/sword/scimitar/walk/
weapon_sword_scimitar,layer_2,9,weapon/sword/scimitar/walk/behind/ weapon/sword/scimitar/walk/behind/ weapon/sword/scimitar/walk/behind/ weapon/sword/scimitar/walk/behind/
weapon_sword_scimitar,layer_3,140,weapon/sword/scimitar/slash/ weapon/sword/scimitar/slash/ weapon/sword/scimitar/slash/ weapon/sword/scimitar/slash/
weapon_sword_scimitar,layer_4,9,weapon/sword/scimitar/slash/behind/ weapon/sword/scimitar/slash/behind/ weapon/sword/scimitar/slash/behind/ weapon/sword/scimitar/slash/behind/
wheelchair,layer_1,-2,body/wheelchair/adult/background/ body/wheelchair/adult/background/ body/wheelchair/adult/background/ body/wheelchair/adult/background/
wheelchair,layer_2,140,body/wheelchair/adult/foreground/ body/wheelchair/adult/foreground/ body/wheelchair/adult/foreground/ body/wheelchair/adult/foreground/
wings_bat,layer_1,105,body/wings/bat/adult/fg/ body/wings/bat/adult/fg/ body/wings/bat/adult/fg/ body/wings/bat/adult/fg/
wings_bat,layer_2,5,body/wings/bat/adult/bg/ body/wings/bat/adult/bg/ body/wings/bat/adult/bg/ body/wings/bat/adult/bg/
wings_dragonfly,layer_1,105,body/wings/dragonfly/solid/fg/ body/wings/dragonfly/solid/fg/ body/wings/dragonfly/solid/fg/ body/wings/dragonfly/solid/fg/ body/wings/dragonfly/solid/fg/
wings_dragonfly,layer_2,5,body/wings/dragonfly/solid/bg/ body/wings/dragonfly/solid/bg/ body/wings/dragonfly/solid/bg/ body/wings/dragonfly/solid/bg/ body/wings/dragonfly/solid/bg/
wings_dragonfly_transparent,layer_1,105,body/wings/dragonfly/transparent/fg/ body/wings/dragonfly/transparent/fg/ body/wings/dragonfly/transparent/fg/ body/wings/dragonfly/transparent/fg/ body/wings/dragonfly/transparent/fg/
wings_dragonfly_transparent,layer_2,5,body/wings/dragonfly/transparent/bg/ body/wings/dragonfly/transparent/bg/ body/wings/dragonfly/transparent/bg/ body/wings/dragonfly/transparent/bg/ body/wings/dragonfly/transparent/bg/
wings_feathered,layer_1,105,body/wings/feathered/adult/fg/ body/wings/feathered/adult/fg/ body/wings/feathered/adult/fg/ body/wings/feathered/adult/fg/
wings_feathered,layer_2,5,body/wings/feathered/adult/bg/ body/wings/feathered/adult/bg/ body/wings/feathered/adult/bg/ body/wings/feathered/adult/bg/
wings_lizard,layer_1,105,body/wings/lizard/adult/fg/ body/wings/lizard/adult/fg/ body/wings/lizard/adult/fg/ body/wings/lizard/adult/fg/
wings_lizard,layer_2,5,body/wings/lizard/adult/bg/ body/wings/lizard/adult/bg/ body/wings/lizard/adult/bg/ body/wings/lizard/adult/bg/
wings_lizard_alt,layer_1,105,body/wings/lizard/alt/adult/fg/ body/wings/lizard/alt/adult/fg/ body/wings/lizard/alt/adult/fg/ body/wings/lizard/alt/adult/fg/
wings_lizard_alt,layer_2,5,body/wings/lizard/alt/adult/bg/ body/wings/lizard/alt/adult/bg/ body/wings/lizard/alt/adult/bg/ body/wings/lizard/alt/adult/bg/
wings_lizard_bat,layer_1,105,body/wings/bat/lizard/adult/fg/ body/wings/bat/lizard/adult/fg/ body/wings/bat/lizard/adult/fg/ body/wings/bat/lizard/adult/fg/
wings_lizard_bat,layer_2,5,body/wings/bat/lizard/adult/bg/ body/wings/bat/lizard/adult/bg/ body/wings/bat/lizard/adult/bg/ body/wings/bat/lizard/adult/bg/
wings_lunar,layer_1,105,body/wings/lunar/fg/ body/wings/lunar/fg/ body/wings/lunar/fg/ body/wings/lunar/fg/ body/wings/lunar/fg/
wings_lunar,layer_2,5,body/wings/lunar/bg/ body/wings/lunar/bg/ body/wings/lunar/bg/ body/wings/lunar/bg/ body/wings/lunar/bg/
